,idmb_id,plot,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
450,tt0085012,"the story took place on a naval base and dealt with the mallory family headed by patriarch, admiral thomas mallory. he had three daughters, celia, kay and leslie. celia was unhappily married to jack warren but loved simon adams. kay was fighting for her lover glenn matthews with southern bitch hillary adams. other principal characters included kindly maggie farrell who was in love with thomas and hillary's evil father harlan adams who was sleeping with thomas' sister in law deanna kincaid.","[0.30649266, 0.57071376, 0.122793615]",1,"[0.29417735, 0.6504458, 0.055376872]",1,"[0.2957998, 0.58229214, 0.12190816]",1,"[0.4459876, 0.23041898, 0.3235934]",0,"[0.6605635, 0.23323691, 0.10619956]",0,"[0.3553543, 0.5030607, 0.14158496]",1
451,tt0051978,"in the pacific during world war 2, the officers live a comfortable life with good food, good drink and good quarters. to them, war is a game which they know they will win and the common soldiers are the pawns on the board. when the campaign slows down, the commander sends a squad to the top of a mountain behind enemy lines to report on the japanese troop movements. the squad is commanded by a tough cynical sergeant who takes no prisoners and even takes the gold from the teeth of the enemy dead. before the mission starts, the lieutenant, who has had a cushy job due to a life of wealth and privilege, criticizes the commander over his attitude towards the common soldier and is re assigned to lead the squad. the veteran sergeant wants to complete this mission as ordered, and he will do everything he can do to see that it is successful.","[0.59729487, 0.17676128, 0.22594388]",0,"[0.5900398, 0.17044275, 0.2395175]",0,"[0.5525954, 0.3336804, 0.11372429]",0,"[0.5175514, 0.33898613, 0.14346245]",0,"[0.33443692, 0.010911244, 0.6546518]",2,"[0.6175837, 0.1467859, 0.23563038]",0
452,tt0029297,"james stewart plays truck cross an enlisted soldier who has been accepted into the unites states naval academy at annapolis, maryland. truck meets roger rog ash robert youngand richard dickie gates junior tom brown. three very different young men become roommates. truck cross has a secret he doesn't want let out. ash is full of himself and needs to learn to be part of a team. gates seems to just want to belong to something get away from his mother played by billie burke, whom you will instantly remember as glinda the good witch the boys make it through their plebe year freshman year, and into the sophomore year is when the plot really begins to thicken, truck's secret is found out, and the outcome could mean expulsion, ash thinks he's not navy at all and it could lead to expulsion as well, captain dawes played by the incomparable lionel barrymore always seems to be in the right place at the right time to help make things happen for this threesome. will the three of them make it to the army versus navy game and who will wind up with gates' sister pat?","[0.9168716, 0.06213885, 0.020989513]",0,"[0.97684073, 0.011683166, 0.011476127]",0,"[0.8506139, 0.13097963, 0.01840652]",0,"[0.93228537, 0.047256265, 0.020458402]",0,"[0.9421037, 0.042966556, 0.01492979]",0,"[0.86473477, 0.11509211, 0.020173118]",0
453,tt0658009,a naturalized petty officer of egyptian descent dies in the us from massive bleeding due to an intestinal blockage caused by emeralds; he had just arrived from camp delta at gitmo. gibbs and others investigate at gitmo and prevent a murder.,"[0.75189316, 0.14560834, 0.102498546]",0,"[0.55724615, 0.40737775, 0.035376046]",0,"[0.6125571, 0.24718247, 0.14026041]",0,"[0.5986139, 0.2910631, 0.11032294]",0,"[0.7481113, 0.23135263, 0.020536026]",0,"[0.74501264, 0.19975044, 0.055236876]",0
454,tt0658001,"during a training jump a marine dies when his main chute fails to open, and he fails to pull his reserve chute. kate joins the ncis team, and they investigate; they identify not only the murderer and his method but also a drug connection.","[0.9268506, 0.05850978, 0.014639607]",0,"[0.83142805, 0.1569936, 0.011578405]",0,"[0.91447806, 0.066960625, 0.018561358]",0,"[0.86468333, 0.11538911, 0.019927556]",0,"[0.9269289, 0.06724781, 0.0058233165]",0,"[0.95003074, 0.03438883, 0.015580375]",0
455,tt0658012,"a dumpster diver finds a severed leg, apparently from a marine, believed to be attached to a live person not more than 24 hours earlier; however, the marine in question, according to records, died two years previously. the ncis solves it.","[0.49003792, 0.11000501, 0.39995703]",0,"[0.378659, 0.562676, 0.058664918]",1,"[0.1429918, 0.017102128, 0.8399061]",2,"[0.36290732, 0.09707632, 0.5400164]",2,"[0.8104582, 0.1512907, 0.03825111]",0,"[0.5037751, 0.1449418, 0.35128304]",0
456,tt0658023,"workers find the decomposing body of a man, apparently a submariner, inside a drum of acid. the team treats the case as both a murder and a theft of identity. gibbs and kate go aboard a sub at sea, find the bad guy, and save the crew.","[0.47535175, 0.50177723, 0.02287107]",1,"[0.3192879, 0.6607715, 0.019940624]",1,"[0.508907, 0.44834447, 0.042748526]",0,"[0.28432193, 0.66472083, 0.05095721]",1,"[0.86324, 0.111746475, 0.02501351]",0,"[0.5200869, 0.4475157, 0.032397408]",0
457,tt0100232,"while rescuing an american air crew captured by mid eastern terrorists, lieutenant curran and his team of navy seals discover evidence that the terrorists have come into possession of dangerous high tech weapons.","[0.0888799, 0.9054219, 0.0056981947]",1,"[0.08137631, 0.9140002, 0.0046234513]",1,"[0.21571647, 0.76873106, 0.015552491]",1,"[0.36125192, 0.6103348, 0.02841332]",1,"[0.2624137, 0.73111665, 0.006469657]",1,"[0.098660946, 0.8959647, 0.005374427]",1
458,tt1422351,"ziva finds tony and michael on a floor; michael dies soon afterward; the next morning her pad explodes. mcgee and abby find answers. vance, gibbs, tony, and ziva go to tel aviv; ziva remains, and the others return; ziva runs into trouble.","[0.063990735, 0.93020016, 0.005809109]",1,"[0.057837043, 0.9360929, 0.006070054]",1,"[0.08246132, 0.909176, 0.0083626]",1,"[0.056240503, 0.9345473, 0.0092122]",1,"[0.3199232, 0.65856594, 0.021510879]",1,"[0.087615095, 0.9047237, 0.007661236]",1
459,tt0657993,"a naval officer, a seal diver, dies of a stab wound after swimming while testing a classified handheld sonar device, which disappears. an anonymous caller reports the murder. gibbs and the gang find both the killer and the missing device.","[0.3974627, 0.56578463, 0.03675267]",1,"[0.37289318, 0.6013193, 0.025787523]",1,"[0.6013121, 0.2964371, 0.10225083]",0,"[0.40262365, 0.49836752, 0.09900882]",1,"[0.6877587, 0.28168893, 0.030552477]",0,"[0.5298781, 0.41502666, 0.05509525]",0
460,tt0657985,a medal of honor recipient from wwii turns himself in and confesses to the team the murder of his friend 60 years ago.,"[0.6733477, 0.24774414, 0.07890818]",0,"[0.641979, 0.31977546, 0.03824555]",0,"[0.6155732, 0.304459, 0.079967745]",0,"[0.656427, 0.27899083, 0.064582154]",0,"[0.9433253, 0.046454538, 0.010220158]",0,"[0.829143, 0.099301405, 0.07155558]",0
461,tt1653497,"gibbs meets paloma, the head of the reynosa drug cartel in mexico; he gets a ride to washington, where he talks with vance in code. tony and ziva arrest a bad guy, who then dies. ziva attends a ceremony. paloma meets jackson. continued.","[0.91067815, 0.078785494, 0.010536352]",0,"[0.83048314, 0.15742722, 0.012089624]",0,"[0.89278674, 0.08333508, 0.023878248]",0,"[0.78882617, 0.18968786, 0.021485899]",0,"[0.9860042, 0.008391639, 0.0056042145]",0,"[0.915382, 0.06668718, 0.017930815]",0
462,tt1570516,a saudi arabian limo driver dies in an explosion of a car aboard nas patuxent river; gibbs and company investigate; the apparent target is a saudi prince present there for advanced training. the gang figure it out. tony's father visits.,"[0.8828341, 0.10284226, 0.014323717]",0,"[0.82957405, 0.1573731, 0.013052836]",0,"[0.8699422, 0.0977498, 0.03230797]",0,"[0.7922266, 0.18772879, 0.020044593]",0,"[0.9895939, 0.008214955, 0.0021911007]",0,"[0.93837315, 0.048937604, 0.012689263]",0
463,tt0658030,"a swimmer finds the weighted body of a seaman who has disappeared from a destroyer of the us navy. the ncis team investigate; they find a petty officer connected with the victim and the death, and they save the skipper from an explosion.","[0.77543044, 0.20336844, 0.02120111]",0,"[0.62604845, 0.35612917, 0.017822448]",0,"[0.82126373, 0.10858809, 0.070148185]",0,"[0.69678277, 0.10994866, 0.19326866]",0,"[0.9729653, 0.019342003, 0.007692727]",0,"[0.85548574, 0.124115236, 0.020399017]",0
464,tt0657998,"a chef finds a naked sailor inside a freezer at a restaurant in rota, spain, during a port visit by uss enterprise; shortly afterward at sea another sailor freaks out on the flight deck; soon one of them dies. gibbs and his team solve it.","[0.49368593, 0.45080352, 0.05551058]",0,"[0.29872146, 0.67992336, 0.02135513]",1,"[0.5317373, 0.28818798, 0.18007472]",0,"[0.44304386, 0.44450784, 0.11244832]",1,"[0.92481965, 0.031864434, 0.043315917]",0,"[0.6090616, 0.29780704, 0.09313138]",0
465,tt0113957,"angela bennett's a software engineer type who works from home and has few friends outside of cyberspace. taking her first vacation in years, she becomes embroiled in a web of computer espionage.","[0.09580517, 0.89690095, 0.0072939396]",1,"[0.05817758, 0.9358135, 0.0060089724]",1,"[0.11258131, 0.8760232, 0.011395548]",1,"[0.05680216, 0.9344371, 0.008760786]",1,"[0.668605, 0.27875093, 0.052644037]",0,"[0.124695785, 0.86729467, 0.008009541]",1
466,tt0086006,"spectre agents under the command of ernst blofeld infiltrate a us air force base situated in the uk and steal two tomahawk cruise missiles. when nato is held to ransom, the british reactive their 00 agents and send james bond to recapture the warheads and kill blofeld.","[0.53304774, 0.44564268, 0.02130959]",0,"[0.502119, 0.4826665, 0.015214486]",0,"[0.7487899, 0.16822457, 0.08298555]",0,"[0.44786415, 0.49593166, 0.056204204]",1,"[0.966126, 0.022428501, 0.011445458]",0,"[0.5304876, 0.44708818, 0.022424303]",0
467,tt0110657,"during a commemoration for japanese soldiers fighting in the us army during world war ii, mr. miyagi meets the widow of his commanding officer. he gets to know her granddaughter julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. mr. miyagi decides to teach her karate to get her through her pain and issues and back on the right path.","[0.81969833, 0.15141569, 0.028886018]",0,"[0.89420027, 0.0218446, 0.08395515]",0,"[0.7744307, 0.18526684, 0.040302496]",0,"[0.508869, 0.46197516, 0.029155858]",0,"[0.97489583, 0.01084913, 0.014255045]",0,"[0.862542, 0.108882405, 0.028575657]",0
468,tt0100257,"an american officer on a landing craft carrying plans for the allied invasion of europe in normandy takes part on landing maneuvers, his craft was attacked and sunk by german eboats. and he finds himself on german occupied jersey islands. the allies hatch a plot to rescue him by sending a british soe agent impersonating an sd officer.","[0.44397622, 0.534528, 0.021495773]",1,"[0.5974418, 0.3800725, 0.022485716]",0,"[0.7095059, 0.23919514, 0.051298957]",0,"[0.5163899, 0.4450422, 0.03856784]",0,"[0.94658357, 0.04450423, 0.008912212]",0,"[0.70052916, 0.27291867, 0.026552217]",0
469,tt1592154,"when she was a deeply troubled teenager, nikita was rescued from death row by a secret u.s. agency known only as division, who faked her execution and told her she was being given a second chance to start a new life and serve her country. what they didn't tell her was that she was being trained as a spy and assassin. throughout her grueling training at division, nikita never lost her humanity, even falling in love with a civilian. when her fiancé was murdered, nikita realized she had been betrayed and her dreams shattered by the only people she thought she could trust, so she did what no one else before her had been able to do: she escaped. now, after three years in hiding, nikita is seeking retribution and making it clear to her former bosses that she will stop at nothing to expose and destroy their covert operation.","[0.2901655, 0.6747314, 0.035103172]",1,"[0.2733042, 0.69679165, 0.029904211]",1,"[0.38176525, 0.5542921, 0.06394265]",1,"[0.2693662, 0.669661, 0.06097277]",1,"[0.71299267, 0.2311171, 0.055890255]",0,"[0.49359134, 0.40166166, 0.10474701]",0
470,tt0056283,"the true story of george tweed, an american sailor who became the only serviceman on the island of guam to avoid capture by the japanese during the early years of world war ii.","[0.32479215, 0.62858516, 0.046622667]",1,"[0.29099646, 0.6813393, 0.027664239]",1,"[0.5007955, 0.37024915, 0.12895542]",0,"[0.3766088, 0.5265678, 0.09682342]",1,"[0.83777845, 0.0250456, 0.13717599]",0,"[0.6006662, 0.29815742, 0.10117637]",0
471,tt0093640,"tom farrell is a navy officer who gets posted at the pentagon and is to report to the secretary of defense david brice. he starts an affair with susan atwell not knowing that she is brice's mistress. when susan is found dead, tom is assigned to the case of finding the killer who is believed to be a kgb mole! tom could soon become a suspect when a polaroid negative of him was found at susan's place. he now has only a few hours to find the killer before the computer regenerates the photo.","[0.33703792, 0.6382121, 0.024749987]",1,"[0.29009655, 0.6891235, 0.02077995]",1,"[0.4629209, 0.45379072, 0.0832884]",0,"[0.720896, 0.19321193, 0.08589214]",0,"[0.44648305, 0.51682943, 0.03668758]",1,"[0.50592685, 0.44952494, 0.044548202]",0
